Y               D               1               2               3               Y1              Y0              U1              U0              V             
 3.665300       1               1.0            -0.298325       -0.064043         3.665300        0.604703       1.746764        1.820599        1.365861      
 0.463662       1               1.0             1.151887       -0.490181         0.463662       -0.618961       1.890765        3.043587       -1.066463      
-1.524962       1               1.0             1.183226        0.591339        -1.524962       -5.835475      -0.025559       -2.120054       -2.037382      
-1.501642       0               1.0            -1.108716        0.307399         3.638820       -1.501642      -0.149287       -1.652956        3.883253      
 0.135666       1               1.0             0.002856        0.904997         0.135666       -3.068342      -1.088044       -1.344323        0.091785      
-1.337198       0               1.0            -1.388928        0.966812         6.402967       -1.337198       1.968410       -1.961258        2.886854      
 2.008698       1               1.0             0.064048       -0.119898         2.008698       -1.333442       0.926156        0.493812       -3.619500      
 4.337053       1               1.0            -0.148220       -0.807294         4.337053        0.342557       2.764809        1.811695       -0.868142      
-3.912691       0               1.0             0.342002        1.600468         4.550630       -3.912691       4.109329       -1.616500        2.410977      
 2.166142       0               1.0            -0.294423        0.115513         5.890155        2.166142       3.980622        3.388621        2.837511      
 8.557781       0               1.0            -1.429397       -0.293271         1.907918        8.557781      -2.620000        7.865446        3.449040      
-2.500825       0               1.0             0.586370        1.033258         1.796336       -2.500825       1.918792        0.207640        7.209156      
-1.681496       1               1.0             0.792897        0.725074        -1.681496       -7.099888      -1.082584       -4.042992       -1.994868      
-5.344413       1               1.0             1.371658        1.800360        -5.344413       -5.857270      -3.410297       -1.823945       -6.189586      
 6.621580       1               1.0            -1.986959        2.316442         6.621580        1.470039       0.807367       -0.162959        1.486249      
-0.087173       1               1.0            -0.044182        0.598489        -0.087173       -3.618624      -1.419400       -1.973963       -2.695769      
 3.232329       1               1.0            -1.080226        0.868414         3.232329        0.149212      -0.490052        0.045963        0.931977      
-6.843863       0               1.0             0.733471       -0.089108         2.196078       -6.843863       2.657895       -3.887225        2.668867      
-2.748081       1               1.0             1.870830        0.389957        -2.748081       -8.362058       0.337623       -3.486581       -1.808620      
 2.164402       0               1.0            -0.389014       -1.353350         2.678384        2.164402       0.550629        3.227297        3.425856      
 1.179944       1               1.0            -0.758159        1.209684         1.179944       -1.616387      -1.799429       -1.176278       -2.437724      
 1.527480       1               1.0            -0.722157        0.508905         1.527480       -5.753352      -1.368835       -5.252502       -1.084270      
-2.176654       1               1.0             1.195140       -0.336511        -2.176654       -2.524166      -0.649766        1.211355        2.064730      
 6.583537       1               1.0            -1.202976        0.741219         6.583537       -0.356989       2.577970       -0.667330        0.603236      
 0.475335       1               1.0            -0.304633       -0.683111         0.475335        1.760264      -1.457754        2.965517        2.095943      
 2.139571       0               1.0            -0.158315       -0.149507         3.846874        2.139571       2.251340        3.591677        3.424466      
 1.874127       0               1.0             0.938009       -0.099006         0.777055        1.874127       1.710742        5.175842        4.555495      
-1.481056       0               1.0             0.478974        0.021992         6.574146       -1.481056       6.448840        1.046222        4.967588      
 1.073720       1               1.0             0.128313        2.449023         1.073720       -0.687285       0.139439        1.248392       -0.760989      
 0.253971       1               1.0             0.694230       -2.196267         0.253971       -6.476448       0.625260       -3.586012       -5.152569      
-0.320020       1               1.0             1.101552       -0.193013        -0.320020       -6.493874       0.990960       -2.916246       -2.761777      
 5.180118       1               1.0            -0.907204       -2.907017         5.180118       -1.938703       1.856897       -1.750047        2.133193      
 1.786773       1               1.0             0.772723        1.762641         1.786773       -3.709345       2.339145       -0.686485       -0.996467      
-0.172814       1               1.0            -0.466025        0.536363        -0.172814       -0.028321      -2.478232        0.904649        1.533606      
 0.227579       0               1.0            -0.572760       -0.795215         3.827908        0.227579       1.276250        0.980475        4.314238      
 5.689569       0               1.0            -0.939567        1.994206         3.321557        5.689569      -0.076324        5.823626        3.112378      
 0.180277       1               1.0             0.288945       -1.096359         0.180277       -1.186937      -0.383426        1.019742        0.822257      
-5.392716       1               1.0             1.442665        1.148705        -5.392716       -2.516941      -3.294788        1.636178       -2.930722      
-1.856973       1               1.0             0.193994       -0.826567        -1.856973        3.126399      -2.639728        5.172887       -2.497015      
 1.668421       0               1.0            -1.443250        0.783968         7.054483        1.668421       2.494605        0.952714        4.884411      
 1.023058       1               1.0            -0.207033        0.134544         1.023058       -2.614934      -0.684867       -1.245020       -2.298631      
-0.108666       1               1.0             0.015763       -1.292431        -0.108666       -1.963101      -1.302600       -0.217307       -2.299734      
 7.967192       1               1.0            -1.749929        1.336833         7.967192        0.632930       2.699807       -0.600175        1.919662      
-2.562022       0               1.0             0.662562       -0.256442         1.228385       -2.562022       1.526616        0.274986        3.348770      
 3.208420       1               1.0            -0.988953       -1.187032         3.208420       -1.281364      -0.303396       -1.230627        0.769004      
 2.350673       1               1.0            -0.101832       -0.527408         2.350673       -2.318581       0.885448       -0.771181       -0.584551      
 3.594374       0               1.0            -0.662378        1.259570         5.078982        3.594374       2.320577        4.196076        4.252628      
 1.114106       0               1.0            -0.352860       -0.804721         0.861223        1.114106      -1.183124        2.237996        3.970658      
-4.355510       0               1.0             1.399108        1.230888        -4.478942       -4.355510      -2.481500       -0.275875        4.214723      
 1.250031       1               1.0            -0.162616       -0.558893         1.250031        1.322239      -0.355424        2.767090       -3.840729      
 7.104927       1               1.0            -1.278739       -0.152598         7.104927       -1.148331       2.924575       -1.586492       -3.126972      
-2.859549       0               1.0             0.165789        1.274751         0.897039       -2.859549       0.049213       -0.860647        3.495553      
 6.384917       1               1.0            -1.767434       -1.196926         6.384917        4.010784       1.077147        2.748146        0.709856      
-2.225320       1               1.0             0.924536       -0.081500        -2.225320       -2.480191      -1.322715        0.798794       -1.648652      
 0.019434       0               1.0            -0.374039        0.010282         5.970008        0.019434       3.876799        1.107592        7.254248      
 3.838673       1               1.0            -0.628161       -0.812561         3.838673       -0.327219       1.159206        0.332211       -0.971598      
-1.646033       0               1.0            -0.954859        0.220291         9.536351       -1.646033       6.103191       -1.537776        8.398446      
-3.057243       1               1.0             3.436072       -1.992225        -3.057243       -8.810138       3.639474       -1.293941        2.135717      
 1.389169       1               1.0            -0.285080        0.466389         1.389169       -0.222974      -0.498811        1.015267       -1.605235      
-4.116918       1               1.0             2.000064        0.434045        -4.116918      -11.025095      -0.733071       -5.931587       -3.656550      
 5.769682       1               1.0            -1.399528        1.321861         5.769682       -5.119030       1.310671       -5.760974       -7.628376      
 3.839904       1               1.0            -0.940010        0.068818         3.839904        1.164579       0.441000        1.297888        0.122886      
 4.707919       1               1.0            -1.306505        1.482640         4.707919        2.576049       0.463511        2.091044        1.681626      
-7.594265       0               1.0             1.983765        0.962882        -3.771099       -7.594265      -0.424853       -2.528255        2.433417      
 1.449238       1               1.0             0.767711       -1.028461         1.449238       -1.379875       1.990047        1.634530       -1.051583      
 1.588700       1               1.0             0.971206        0.479423         1.588700       -7.312347       2.598972       -3.954626       -3.530369      
 1.296813       0               1.0            -1.717563       -1.081652         7.327320        1.296813       2.134601        0.118312        3.523257      
 0.439709       1               1.0             0.585700       -1.436093         0.439709       -1.450756       0.560619        1.256579        2.534925      
 0.992034       1               1.0            -0.186299       -0.534464         0.992034       -1.662828      -0.668057       -0.257933        2.676042      
-2.098058       1               1.0            -0.257385       -1.398923        -2.098058       -3.964039      -3.922146       -2.679073       -2.298326      
 3.978048       1               1.0            -0.499165        1.535943         3.978048       -4.473648       1.596174       -3.596590        0.282213      
 2.915457       1               1.0            -0.945945        0.092024         2.915457       -2.892948      -0.497138       -2.769651       -3.470313      
-1.311346       1               1.0             0.113030        0.932606        -1.311346       -3.274694      -2.280886       -1.364800       -0.341324      
-1.822387       1               1.0            -0.070221        0.833807        -1.822387       -5.448673      -3.214688       -3.847943       -0.304690      
 2.421192       1               1.0            -0.374069        1.432082         2.421192        0.003329       0.327915        1.091437       -1.641424      
-0.801454       1               1.0            -0.464013       -0.213606        -0.801454       -3.603380      -3.102232       -2.667016        1.044461      
 1.271064       1               1.0            -0.393305        0.992619         1.271064        0.012455      -0.866591        1.068110       -4.008316      
-3.783755       0               1.0            -0.951869        0.497375         7.180682       -3.783755       3.754421       -3.670452        3.803556      
 0.780168       1               1.0             1.010789       -0.007897         0.780168        1.035076       1.881758        4.459578        1.900938      
-0.768903       1               1.0             0.260454        0.129830        -0.768903       -4.677873      -1.398336       -2.519261       -2.817743      
 2.910321       1               1.0            -0.305448        1.641365         2.910321       -2.467699       0.975353       -1.263820        1.683648      
-1.003947       1               1.0             1.057427       -0.222007        -1.003947       -0.550524       0.205236        2.952661        0.727609      
 0.409581       1               1.0            -0.260940       -0.719832         0.409581       -3.744077      -1.422708       -2.465110       -3.122628      
 1.684550       1               1.0            -0.854532        1.656026         1.684550       -1.476563      -1.517155       -1.199044       -1.028474      
-1.820807       0               1.0             0.044971        0.469970         1.544145       -1.820807       0.417593       -0.025736        3.083051      
 2.800963       1               1.0            -1.435393        0.069675         2.800963       -1.088713      -1.740789       -1.791165        0.890879      
 1.363368       0               1.0            -1.158726        1.087659         7.006360        1.363368       3.102880        1.127681        2.164256      
 5.520093       1               1.0            -2.238989       -0.414646         5.520093       -1.988799      -0.875556       -4.046998        0.383616      
 2.753813       1               1.0            -0.122074        0.531859         2.753813       -3.942053       1.241887       -2.428805        0.352133      
 6.736576       1               1.0            -2.085700       -0.085116         6.736576        1.814787       0.694566        0.015203       -0.637282      
 0.064425       1               1.0            -0.113420       -0.542984         0.064425       -0.829559      -1.427534        0.698291       -1.028378      
-1.913237       0               1.0             0.142030        1.741157         1.680546       -1.913237       0.777909        0.045582        7.289517      
-1.345756       1               1.0             1.687721       -0.185980        -1.345756       -4.477843       1.317515        0.088710       -1.278473      
 2.024203       1               1.0            -0.300080        0.279481         2.024203       -2.944535       0.101619       -1.731599       -1.995443      
 1.629838       1               1.0             0.503770        0.281178         1.629838       -3.335280       1.561735       -0.766170       -2.778240      
 3.719813       1               1.0            -0.308673       -0.081347         3.719813        1.268333       1.777406        2.466771        1.832447      
-2.765231       1               1.0             0.633675        0.207691        -2.765231       -4.670705      -2.533643       -1.882432       -0.251843      
-3.915200       1               1.0             1.104865       -0.319117        -3.915200       -1.965652      -2.596575        1.617566       -0.836803      
 1.566034       1               1.0             0.522249       -1.091920         1.566034       -0.620845       1.540564        1.979442        1.809634      
 2.966155       1               1.0            -0.634614       -1.614571         2.966155       -4.037592       0.271800       -3.389049       -3.027222      
 4.420905       1               1.0            -0.051969        0.028934         4.420905       -0.711453       3.070712        0.920070        0.448972      
 0.724527       1               1.0             0.212330       -0.534886         0.724527       -2.318366      -0.015927       -0.240943       -1.730152      
 1.498626       1               1.0            -0.337059       -0.238880         1.498626        2.172180      -0.509268        3.322728       -0.733883      
-2.952755       1               1.0             0.000565       -0.520491        -2.952755       -4.843116      -4.181751       -3.122962       -0.739934      
-1.880244       1               1.0             0.851783       -0.601298        -1.880244       -3.879676      -1.145481       -0.723433       -3.420904      
 0.993804       1               1.0            -0.524806       -0.455282         0.993804       -1.439312      -1.447224       -0.605513       -1.019721      
 3.582803       1               1.0             0.876244       -0.198783         3.582803       -4.378378       4.373998       -1.180866        2.186660      
-0.786863       1               1.0            -0.889055        0.440657        -0.786863       -1.323320      -4.068213       -1.104044        0.401320      
 2.578655       1               1.0             0.433308        0.163508         2.578655       -1.770045       2.347997        0.680189        2.019623      
 6.186627       1               1.0            -1.336423        0.549712         6.186627       -0.479001       1.873200       -1.014480        0.448366      
 1.942693       1               1.0             0.588360       -0.405337         1.942693       -2.684425       2.069739        0.027397        0.376884      
 3.699800       1               1.0            -0.293075        1.123245         3.699800       -1.453702       1.793376       -0.228949        0.210230      
-0.955418       1               1.0            -0.418610       -1.503158        -0.955418        3.357759      -3.151450        4.370723       -0.923328      
-0.813813       1               1.0             1.324870        1.055981        -0.813813       -6.321948       1.012363       -2.367559       -0.325820      
-1.008397       1               1.0             1.329200       -0.500167        -1.008397       -3.902297       0.827768        0.059396       -6.824062      
 3.427184       1               1.0            -0.727394        1.172391         3.427184       -1.764321       0.518785       -1.272309        1.056067      
-5.571606       1               1.0             1.508317       -0.426352        -5.571606       -3.580208      -3.322219        0.683673       -3.392668      
 0.335673       1               1.0            -0.853098        2.622934         0.335673       -3.377212      -2.862724       -3.097273       -4.445604      
 0.960639       1               1.0             0.194059        0.213171         0.960639       -3.338047       0.178033       -1.291451        1.257615      
 1.731673       1               1.0             0.081191       -0.289760         1.731673        3.289586       0.688681        5.145763       -0.400715      
 1.602387       0               1.0            -1.089707        0.074041         2.460469        1.602387      -1.283786        1.483142        3.270559      
-0.320875       1               1.0            -0.389185        1.201956        -0.320875       -1.355689      -2.449024       -0.293082       -1.763779      
-1.796704       1               1.0            -0.065582       -0.973105        -1.796704        2.784595      -3.178301        4.393152        2.148101      
 5.898633       1               1.0            -2.057453        0.227645         5.898633        2.408425      -0.078211        0.656496       -3.358678      
-2.832466       1               1.0             1.091516       -1.287518        -2.832466       -4.761491      -1.544638       -1.200794       -1.104041      
-2.583882       0               1.0            -0.007999        1.511992         3.990105       -2.583882       2.741351       -0.878177        2.510972      
-1.505103       1               1.0             0.838809        0.261178        -1.505103       -7.129356      -0.800271       -3.995002       -3.663081      
 4.371203       1               1.0            -0.760096        1.376521         4.371203       -0.726710       1.387362       -0.289868       -1.145060      
 0.361587       1               1.0            -0.233333        0.425244         0.361587       -3.345892      -1.407012       -2.020348       -4.097048      
-0.102327       1               1.0             0.964183       -0.304822        -0.102327       -4.765200       0.891742       -1.419328        0.180712      
 2.647458       1               1.0             0.132836       -1.117730         2.647458       -2.639658       1.723610       -0.696350       -2.457692      
 3.283610       1               1.0            -0.648234       -0.426007         3.283610        1.702279       0.557834        2.327843       -1.522819      
 3.101148       1               1.0             0.183086       -0.382751         3.101148       -4.798069       2.293226       -2.769986        0.529686      
 1.615961       1               1.0            -0.982919        1.394753         1.615961       -0.584230      -1.881933       -0.523312        0.449190      
 3.680663       1               1.0             0.254087        0.029705         3.680663       -4.550841       3.036542       -2.402971       -2.722019      
 0.170865       1               1.0             1.420415       -0.372510         0.170865       -1.947188       2.217462        2.168393       -3.723944      
-4.593394       0               1.0             1.196961        1.196848         0.882405       -4.593394       2.413495       -0.854800        4.384739      
 1.284237       0               1.0            -0.779769       -0.134522         6.220368        1.284237       3.191142        1.687889        2.798301      
 7.026507       1               1.0            -0.676017        0.318173         7.026507       -3.174288       4.236635       -2.595596        0.595870      
 5.136999       0               1.0            -0.621885        0.349699         2.637335        5.136999      -0.027653        5.807018        2.522231      
 0.997289       1               1.0            -0.721680        0.132665         0.997289        2.874165      -1.897925        3.375819       -2.008354      
 3.803099       1               1.0             0.094874       -0.889286         3.803099        2.087284       2.791673        3.966546        2.278580      
-0.092870       1               1.0            -0.882901        0.461092        -0.092870       -0.959603      -3.360023       -0.729945       -2.763378      
-0.787451       1               1.0             0.688321       -0.354309        -0.787451       -5.124130      -0.429795       -2.243663       -4.740745      
-4.527928       1               1.0             1.367948        0.650517        -4.527928       -3.669545      -2.602372        0.357519        0.037592      
-1.322326       0               1.0             0.506508        0.887614         0.245857       -1.322326       0.184072        1.251405        4.120773      
-2.922805       1               1.0             1.783294       -0.261069        -2.922805       -4.608262      -0.039046        0.119533       -1.200186      
 3.317592       1               1.0            -0.438053       -0.741034         3.317592        0.730584       1.076704        1.710745       -1.995420      
 0.430375       1               1.0             0.931188       -1.593103         0.430375       -5.388614       1.348327       -2.098406       -4.709481      
 2.525970       1               1.0            -0.774193       -0.038205         2.525970       -1.469236      -0.490393       -1.056177       -1.778722      
 0.837634       1               1.0            -0.039150       -0.310423         0.837634       -0.262597      -0.482985        1.390553       -2.669829      
 2.313644       0               1.0            -0.098835        1.491593         1.449702        2.313644      -0.008610        3.866101        2.043360      
-0.904864       1               1.0             0.441487        0.804154        -0.904864       -5.564687      -1.116653       -3.100654       -2.545316      
 1.262465       1               1.0            -0.749806       -0.143589         1.262465        0.191554      -1.697637        0.645757        1.419256      
11.076823       1               1.0            -2.125118        0.327791        11.076823        0.262097       4.943875       -1.603990        0.595957      
-2.977095       1               1.0             1.436356        0.010918        -2.977095       -6.737670      -0.893722       -2.595194        0.245518      
 2.627813       1               1.0            -0.644737       -0.389937         2.627813       -2.631111      -0.089896       -1.999647       -5.695564      
 1.948700       1               1.0            -0.252109        0.931986         1.948700       -0.900514       0.136785        0.393353        1.692768      
 5.026846       1               1.0            -1.556733       -0.839519         5.026846       -0.064867       0.205163       -0.972032        1.872400      
-3.220658       0               1.0            -0.199664       -0.184616        -2.053678       -3.220658      -3.744604       -1.838311        2.613820      
-3.373231       1               1.0             0.789862        0.462006        -3.373231       -3.636219      -2.781319       -0.584443       -3.004434      
 0.659938       1               1.0             0.582771        0.732451         0.659938        2.831233       0.774090        5.533625        1.705407      
 2.108259       1               1.0            -0.460546       -0.375849         2.108259        0.682094      -0.184520        1.624307        1.162605      
 3.615469       1               1.0            -1.314537        0.139652         3.615469        2.110786      -0.647467        1.612231        2.075275      
 5.548470       1               1.0            -1.003462       -0.886825         5.548470       -3.886077       2.003182       -3.859819        0.380381      
-4.319342       0               1.0             0.719706        0.387659         1.588997       -4.319342       2.019058       -1.385926        4.618827      
 2.416755       1               1.0             0.253635        1.424164         2.416755       -7.657456       1.771591       -5.510348       -2.882640      
-1.841476       1               1.0            -0.268009        0.838452        -1.841476        1.400566      -3.690071        2.667609       -2.077425      
 0.849492       1               1.0             0.188360       -0.958047         0.849492       -4.228117       0.053739       -2.191135        1.731933      
-1.022290       0               1.0             0.715199       -0.092000         0.190700       -1.022290       0.610363        1.903521        5.243137      
-0.433205       1               1.0             1.262228        0.557925        -0.433205       -7.720217       1.248456       -3.871511        1.450264      
-5.778536       1               1.0             2.332724        0.050600        -5.778536      -10.126832      -1.627243       -4.472094       -6.028104      
 3.360041       1               1.0             0.175411       -0.659139         3.360041       -4.312737       2.534415       -2.297601       -0.019743      
 2.242634       1               1.0            -0.671763        0.236196         2.242634       -1.490750      -0.537423       -0.904881       -8.074024      
 5.535955       1               1.0            -1.363936       -0.834585         5.535955        2.057032       1.159055        1.475136       -1.269100      
-0.312522       1               1.0            -0.398498        2.155381        -0.312522       -2.231407      -2.462158       -1.184513       -2.618679      
-0.300476       1               1.0            -0.375474        0.495174        -0.300476       -6.592083      -2.396996       -5.506346       -8.137111      
-7.653229       1               1.0             2.733335       -0.898229        -7.653229       -5.808956      -2.577725        0.521654       -2.008604      
 1.683762       1               1.0            -0.784260       -1.559238         1.683762        0.050711      -1.355826        0.446786        1.332124      
 3.038471       1               1.0             0.022951       -1.268991         3.038471       -3.315284       1.861120       -1.557363       -4.136041      
-0.675977       0               1.0            -1.426230        1.255180         7.410488       -0.675977       2.889876       -1.362969        2.560441      
 2.894438       1               1.0            -0.227367        0.842956         2.894438       -0.083145       1.139604        1.252465       -1.170794      
-0.648183       1               1.0             0.583843       -0.264871        -0.648183       -0.521028      -0.531556        2.183174       -0.387125      
-1.311688       1               1.0             0.813412       -0.172797        -1.311688       -3.581079      -0.665446       -0.489571       -4.857478      
 2.352674       1               1.0             0.078430        0.233010         2.352674       -0.813012       1.303311        1.038506       -3.147494      
 0.156629       1               1.0             0.423200       -0.154564         0.156629       -0.310848      -0.097349        2.122333       -0.298639      
-0.444604       1               1.0             1.410783        0.562488        -0.444604       -0.542335       1.579773        3.556998       -3.428505      
 0.910538       1               1.0             0.300839        1.256844         0.910538       -2.647616       0.374272       -0.420871       -0.868699      
-2.151480       1               1.0            -0.039984        0.682997        -2.151480        0.249886      -3.474023        1.901629       -1.461557      
 3.140702       1               1.0            -0.811426        0.239493         3.140702        0.126273       0.038441        0.476515       -1.691171      
-3.666606       1               1.0             0.012864       -0.302393        -3.666606       -3.528567      -4.867229       -1.787664       -5.868128      
-2.141412       0               1.0            -0.604791       -0.554314         3.899451       -2.141412       1.273898       -1.442555        4.512522      
-4.815616       1               1.0             1.429106       -0.234308        -4.815616      -11.176699      -2.748968       -7.046454        0.818709      
 1.027057       1               1.0            -0.616935       -0.965941         1.027057       -0.177855      -1.626512        0.500514       -1.470661      
 2.306200       0               1.0             0.089185        1.212026         0.475092        2.306200      -0.549458        4.175864        2.888669      
 1.386232       1               1.0            -0.340701       -0.404719         1.386232       -4.694004      -0.630064       -3.549600       -0.702724      
-0.393942       1               1.0             0.586566        0.985931        -0.393942        0.460091      -0.271034        3.168886       -1.722612      
-0.129920       1               1.0             1.212211        0.045705        -0.129920       -3.590148       1.436351        0.174173       -0.631989      
 1.014143       1               1.0            -0.387018       -1.245907         1.014143       -2.902903      -1.109008       -1.836641        1.422721      
 5.862218       1               1.0            -1.191399       -1.584253         5.862218       -0.342895       1.883361       -0.633705        1.529975      
 3.485608       0               1.0            -1.055602       -0.195122         3.396823        3.485608      -0.268752        3.423902        3.467069      
-2.462554       0               1.0             0.720997        0.070139         0.659961       -2.462554       1.093001        0.473041        3.847774      
 7.114490       1               1.0            -1.299571        0.692857         7.114490       -0.104979       2.886079       -0.578285        0.905572      
 2.251968       0               1.0             0.177201        1.746769        -3.073709        2.251968      -3.895207        4.270124        2.715703      
-5.735221       0               1.0             2.410114        0.022765        -6.033232       -5.735221      -1.703399        0.050082        2.981545      
 2.834144       1               1.0            -0.423158       -1.803986         2.834144       -3.636290       0.627617       -2.631001       -2.379639      
-4.475494       1               1.0             1.568691       -0.724172        -4.475494       -5.684498      -2.086824       -1.318760       -2.092362      
 1.659359       1               1.0             0.077234        0.063726         1.659359       -3.548854       0.607236       -1.699354        1.593649      
 3.863736       1               1.0             0.073153       -0.065090         3.863736       -2.735901       2.802198       -0.893286       -2.049910      
-4.930332       0               1.0             0.398904        0.474677         1.259090       -4.930332       0.949062       -2.538141        2.816245      
-0.141137       1               1.0            -0.065868        0.637591        -0.141137        7.505422      -1.523395        9.113496       -1.722651      
 1.032470       1               1.0             0.401148        0.333738         1.032470      -10.109046       0.727619       -7.713069       -3.893865      
 9.180550       1               1.0            -1.176533        0.114058         9.180550        0.572821       5.235988        0.307092       -0.263573      
-0.835915       1               1.0             0.282961       -0.868968        -0.835915       -0.589106      -1.413424        1.607477       -1.253620      
 1.479822       1               1.0            -0.269170       -0.987648         1.479822        3.250316      -0.371453        4.515398       -0.512218      
 0.138524       1               1.0             0.342274        0.343339         0.138524       -3.961454      -0.302149       -1.664803       -2.667568      
 0.221251       0               1.0             0.914028        0.820233         1.847341        0.221251       2.725704        3.482508        6.060849      
 0.197180       1               1.0            -0.795638       -0.135001         0.197180       -7.070175      -2.868657       -6.693296       -6.035680      
 0.508755       1               1.0             0.885939        0.096776         0.508755       -0.461809       1.322317        2.752059        1.937379      
-4.908395       1               1.0             0.632302       -1.078700        -4.908395       -4.625117      -4.679974       -1.839160       -4.078499      
 3.500399       1               1.0            -0.756086        0.006847         3.500399       -1.046591       0.525808       -0.602984        1.293184      
 3.752245       1               1.0             0.152949       -0.109854         3.752245       -4.848261       2.874800       -2.871020        1.390596      
-3.880339       0               1.0            -0.406052       -0.553217         2.268109       -3.880339       0.101047       -2.846189        4.047546      
-0.263085       0               1.0             0.758840       -0.797573         1.380191       -0.263085       1.900536        2.736354        3.095410      
-0.419309       0               1.0            -0.797995        0.089453         3.034144       -0.419309      -0.037131       -0.046407        3.314098      
-0.218981       1               1.0            -0.721656       -2.803687        -0.218981        1.069379      -3.114141        1.571074       -1.767816      
 1.900181       1               1.0             0.380846        1.577149         1.900181       -2.025193       1.548492        0.336532       -2.150756      
-2.489624       1               1.0            -1.446379        0.896273        -2.489624        0.949010      -7.056721        0.228024       -5.551152      
-3.537212       1               1.0             0.448268        0.218846        -3.537212       -1.785008      -3.733358        0.690465       -1.582041      
 1.182809       0               1.0            -0.788466       -0.799378         6.722711        1.182809       3.673420        1.571789        9.358318      
-4.922716       1               1.0             2.692832       -0.275890        -4.922716       -4.930978       0.059348        1.331300        2.087333      
-1.668545       1               1.0             1.016783       -1.541160        -1.668545       -5.025981      -0.553127       -1.591366       -0.640791      
-1.063641       1               1.0             0.210935       -0.908791        -1.063641       -0.144956      -1.807314        1.930113        1.169415      
 1.335777       1               1.0            -0.881812        0.253783         1.335777       -2.533854      -1.928864       -2.302359       -2.344668      
 3.847268       1               1.0            -0.986029       -0.273340         3.847268       -0.912445       0.342200       -0.856774        0.088856      
-0.624687       1               1.0             1.158195        0.592519        -0.624687       -3.548064       0.816970        0.125127       -2.862551      
 0.244985       1               1.0            -0.480550        1.321407         0.244985        5.490142      -2.093944        6.398606        0.592441      
 3.420177       1               1.0            -0.627561       -1.118803         3.420177       -1.502086       0.742093       -0.841645        0.249315      
-0.635855       1               1.0            -0.248655       -0.356952        -0.635855       -2.769402      -2.439801       -1.469707       -1.086791      
 4.205405       1               1.0            -0.323939       -0.097496         4.205405        1.877203       2.227779        3.049886       -1.249987      
-0.322807       1               1.0            -0.284456       -0.378926        -0.322807       -0.125735      -2.209346        1.113560        1.060456      
 4.901816       1               1.0            -1.445167       -1.061706         4.901816        1.540395       0.337516        0.821454       -1.661562      
-1.984737       0               1.0             0.310416       -0.949019         4.426719       -1.984737       3.912549        0.258166        3.744187      
 6.162281       1               1.0            -2.064534        1.686063         6.162281        8.730882       0.169100        6.967006       -0.371505      
 0.362585       1               1.0             0.006200        0.894332         0.362585       -0.066830      -0.853412        1.662830       -0.948237      
-0.237391       0               1.0            -0.008126       -0.212303         4.532607       -0.237391       3.283560        1.468099        3.958172      
 3.249782       1               1.0             0.560870        1.706460         3.249782       -4.702896       3.313409       -2.037453        1.145436      
 1.133322       1               1.0             0.560463       -1.423853         1.133322        2.151489       1.196011        4.816247        0.559808      
 0.889017       1               1.0            -0.228879        0.317061         0.889017        0.696850      -0.869306        2.029909        1.695102      
 3.782746       1               1.0             0.289440        0.842671         3.782746       -5.634848       3.220185       -3.427333       -4.572704      
-3.529286       1               1.0             0.798514        0.682755        -3.529286       -2.315014      -2.917415        0.751359       -2.078488      
-0.701473       1               1.0             0.576509       -0.639099        -0.701473       -5.989690      -0.601766       -3.297861       -1.812189      
 3.590600       1               1.0            -0.137005       -1.611865         3.590600       -5.137046       2.044229       -3.648988        0.216786      
 7.612223       1               1.0            -0.797704       -1.180955         7.612223       -0.070502       4.541621        0.302892       -1.234473      
 1.438779       1               1.0             0.512371        2.542377         1.438779       -5.729749       1.390520       -3.146127       -2.020941      
-0.299782       1               1.0            -0.156623        0.106857        -0.299782        2.064437      -1.891412        3.519397        1.411462      
 5.493185       1               1.0            -1.908155       -0.322638         5.493185        0.737837      -0.139230       -0.762212        1.390080      
 0.688995       1               1.0            -0.462644        1.590017         0.688995       -1.063925      -1.608625       -0.125252        0.682219      
-4.517320       0               1.0             1.605989       -0.351546        -2.165573       -4.517320       0.309144       -0.088656        4.961664      
-6.094242       0               1.0             1.996284       -0.379991        -5.151452       -6.094242      -1.776326       -1.007112        5.606472      
-2.932471       1               1.0             1.081485       -0.306980        -2.932471       -3.151026      -1.667784        0.392748        0.883474      
-2.736361       1               1.0             1.617338        0.031347        -2.736361       -2.801537      -0.235463        1.646274        0.590329      
 1.008033       1               1.0             0.162521       -1.626744         1.008033       -6.971063       0.152670       -4.977673       -2.230049      
 1.786069       0               1.0            -0.102451        0.837187         6.346469        1.786069       4.879814        3.332423        6.065396      
-1.252235       1               1.0             0.948291        1.164664        -1.252235       -1.869391      -0.294827        1.449671       -2.659375      
-0.649672       1               1.0             1.112700        0.920641        -0.649672       -8.457179       0.687026       -4.860743       -1.590406      
-0.260234       1               1.0             0.478775       -1.009378        -0.260234       -2.701119      -0.386000       -0.174178       -1.535190      
-4.164578       1               1.0             0.705687       -1.095224        -4.164578       -6.208735      -3.766859       -3.298971       -0.148332      
 4.110497       1               1.0            -0.606527        2.046951         4.110497       -3.681394       1.480941       -2.985465       -0.810207      
-1.569781       0               1.0             0.412620        0.187403         2.866969       -1.569781       2.588584        0.845550        3.691209      
-0.596755       1               1.0            -0.378174       -2.575753        -0.596755       -2.606699      -2.699502       -1.525516       -7.519820      
