Y               D               const           X2              X3              Y1              Y0              U1              U0              V             
0.963597        1               1.0            -0.019083        0.598453        0.963597        0.453003       -0.025812       -0.042226       -3.784572e-01  
1.205367        1               1.0             0.354420        0.315851        1.205367        0.569324        0.008664       -0.019281       -2.201121e+00  
0.361043        0               1.0            -0.100428       -1.318466        0.910453        0.361043       -0.033810       -0.113850        1.991589e+00  
0.642888        0               1.0             0.648846       -0.071153        1.427697        0.642888        0.067587       -0.019323        8.451095e-01  
0.546738        0               1.0             0.193610       -1.087555        1.237261        0.546738        0.129807       -0.001665        8.035388e-01  
0.416584        0               1.0             0.208387       -0.699946        1.065626        0.416584       -0.050029       -0.135512        1.406063e+00  
1.549235        1               1.0             1.090007        0.662510        1.549235        0.665301       -0.055720       -0.107200       -5.142598e-03  
0.704499        1               1.0            -0.446908       -0.343681        0.704499        0.306042       -0.047468       -0.082231        2.062970e-01  
0.501578        1               1.0            -1.082430        0.339605        0.501578        0.393323        0.102327        0.163930       -5.899538e-01  
1.082739        1               1.0             0.219208       -1.398631        1.082739        0.419340       -0.038921       -0.135462       -4.209877e-01  
1.609025        1               1.0             0.890584        0.213575        1.609025        0.681595        0.114751       -0.041051        2.538395e-01  
1.267174        1               1.0             0.577228       -2.588418        1.267174        0.760246       -0.053187        0.115939       -1.245252e+00  
0.404081        0               1.0            -0.113187        0.481144        0.977898        0.404081        0.040717       -0.067622        8.570545e-01  
0.493326        1               1.0            -0.974833        0.374302        0.493326        0.281927        0.034358        0.025635       -8.614820e-01  
1.952218        1               1.0             1.603160       -0.108859        1.952218        0.827856        0.062464       -0.072934       -6.692719e-02  
0.844672        1               1.0            -0.178675       -0.153857        0.844672        0.424557       -0.056163       -0.030774        3.231631e-01  
0.955892        1               1.0            -0.077115       -0.963667        0.955892        0.423165       -0.001310       -0.057556        1.074545e-01  
1.010266        1               1.0             0.203449       -0.589851        1.010266        0.710217       -0.102648        0.159355       -1.701163e-01  
0.951646        1               1.0            -0.015517       -0.567910        0.951646        0.387117       -0.039742       -0.109004        2.865535e-01  
0.602601        1               1.0            -0.810787       -0.121009        0.602601        0.228756        0.052587       -0.068548       -6.472340e-02  
0.042981        1               1.0            -1.857335        1.122725        0.042981       -0.003628        0.073802       -0.039294       -2.065725e+00  
1.209950        1               1.0             0.739044        0.308514        1.209950        0.684325       -0.200220       -0.000436       -7.637422e-01  
0.515967        0               1.0             0.617004        1.135359        1.289421        0.515967       -0.053016       -0.138284       -3.014266e-02  
0.644390        1               1.0            -0.869714        1.391486        0.644390        0.101850        0.127081       -0.180721       -6.237460e-01  
0.485004        0               1.0            -0.498017        0.435770        0.753188        0.485004        0.029587        0.109508        6.018707e-01  
0.341584        0               1.0            -0.172353        0.152198        0.731222        0.341584       -0.173122       -0.115328        6.630448e-01  
1.417438        1               1.0             1.053847       -1.894293        1.417438        0.679015       -0.167447       -0.084447       -7.312817e-01  
1.128738        1               1.0             0.133254        0.390068        1.128738        0.521507        0.054782       -0.011806       -3.115698e-01  
0.098587        0               1.0            -1.008655        1.778256        0.485042        0.098587        0.044846       -0.149249        1.908299e-01  
0.967429        1               1.0             0.117987       -0.962094        0.967429        0.565506       -0.098054        0.036010       -7.221874e-01  
0.039891        0               1.0            -2.093311        1.320826       -0.326232        0.039891       -0.164445        0.063219        1.133053e+00  
0.425590        0               1.0            -0.146849        1.379587        0.949920        0.425590        0.031422       -0.037698        4.906333e-01  
0.927936        1               1.0            -0.009657       -0.293458        0.927936        0.440891       -0.066705       -0.056695       -5.601724e-01  
0.426357        1               1.0            -1.086796       -0.599245        0.426357        0.203635        0.029528       -0.024666       -4.381873e-01  
1.174405        1               1.0             0.199967       -0.666935        1.174405        0.704038        0.063424        0.154046       -1.059448e-01  
0.961444        1               1.0             0.205541        0.039823        0.961444        0.401460       -0.152631       -0.149925       -2.059487e+00  
1.411467        1               1.0             0.648308        0.103492        1.411467        0.771032        0.051656        0.108955       -1.331602e+00  
0.820472        0               1.0             0.764898       -0.351316        1.433656        0.820472        0.009138        0.129247        1.959125e+00  
0.248997        0               1.0            -1.119620        0.646547        0.450981        0.248997        0.072370        0.028902        3.927856e-01  
1.805797        1               1.0             1.744706        0.102725        1.805797        1.027849       -0.162515        0.091672       -3.088876e-01  
1.143966        1               1.0             0.176826       -1.311358        1.143966        0.579216        0.045828        0.035009        6.624800e-01  
1.004443        1               1.0            -0.090294       -0.227578        1.004443        0.300054        0.054556       -0.177373        1.215413e-01  
-0.155669        0               1.0            -1.944696        1.098924       -0.171426       -0.155669       -0.092120       -0.169495        9.339817e-01  
0.717960        0               1.0             1.041864       -0.129473        1.482223        0.717960       -0.096012       -0.042506        2.683881e+00  
0.481610        0               1.0             0.300930       -0.713290        1.098688        0.481610       -0.068328       -0.093622        1.306746e+00  
0.377098        0               1.0            -0.206155        0.307296        0.948198        0.377098        0.062614       -0.071363        2.933566e-01  
0.436287        1               1.0            -1.222338       -0.870447        0.436287        0.245344        0.114684        0.050929        3.473189e-01  
0.960066        0               1.0             1.556390       -0.621906        1.770969        0.960066       -0.092827        0.070968        1.690454e+00  
0.368043        0               1.0            -0.880888        0.950629        0.690734        0.368043        0.179627        0.088265        1.138625e+00  
0.722825        1               1.0            -0.668263       -0.318177        0.722825        0.349454        0.093711        0.016520       -8.922234e-01  
-0.016587        0               1.0            -1.514218        1.469992        0.105132       -0.016587       -0.054477       -0.138033       -2.860926e-02  
1.334537        1               1.0             0.630108        0.024146        1.334537        0.621103       -0.015173       -0.036423        2.778960e-01  
1.475271        1               1.0             0.854725        0.216243        1.475271        0.928505        0.000898        0.214824       -1.167539e+00  
1.182038        1               1.0             0.585027       -0.464083        1.182038        0.649768       -0.142652        0.003511       -6.355925e-01  
1.135849        1               1.0             0.613793       -0.742357        1.135849        0.643680       -0.204806       -0.009769       -3.396873e-01  
1.451603        1               1.0             0.811225        0.142338        1.451603        0.702774        0.001373       -0.000032       -8.432121e-01  
0.420390        0               1.0            -0.291547       -0.021713        0.990850        0.420390        0.152658       -0.006723        6.760640e-01  
0.431428        0               1.0            -0.917503        1.354653        0.535715        0.431428        0.044929        0.160804        1.436188e-01  
1.041783        1               1.0             0.182657       -0.836443        1.041783        0.578912       -0.059591        0.033248       -5.011943e-01  
1.167962        1               1.0             0.043916        0.268673        1.167962        0.475401        0.143589       -0.035578       -1.079999e-01  
-0.025486        1               1.0            -2.021812       -2.650675       -0.025486       -0.028201        0.096620       -0.022748        5.576408e-01  
1.606644        1               1.0             1.192776        0.021954        1.606644        0.836640       -0.055347        0.038446       -5.911601e-01  
2.033539        1               1.0             2.088889       -1.375740        2.033539        0.951666       -0.125794       -0.070556        2.245676e-01  
0.710633        0               1.0             0.602066        2.153293        1.311180        0.710633       -0.022967        0.060117        1.791236e+00  
0.875014        1               1.0            -0.307745        0.517070        0.875014        0.399827        0.045812       -0.023237       -1.048609e+00  
0.321529        1               1.0            -1.367656       -0.378762        0.321529        0.114861        0.080578       -0.043225       -7.000178e-01  
1.320422        1               1.0             0.725437       -0.496298        1.320422        0.737473       -0.082196        0.056114       -1.799659e+00  
1.422028        1               1.0             0.824777       -1.123671        1.422028        0.634935       -0.035724       -0.071259       -6.956789e-01  
2.297021        1               1.0             2.450624       -0.102088        2.297021        1.182955       -0.063076        0.070299       -5.857092e-01  
0.114189        1               1.0            -1.415155       -0.577215        0.114189        0.003493       -0.100401       -0.142718        2.352107e-01  
0.357621        0               1.0            -0.832308        2.041284        0.606099        0.357621        0.068030        0.065698        1.544250e-01  
0.498372        1               1.0            -0.974787       -0.577089        0.498372        0.309391        0.039379        0.053088       -2.384800e-01  
0.107846        0               1.0            -1.153166        0.741526        0.299516        0.107846       -0.060477       -0.103862        4.146221e-01  
0.779567        1               1.0            -0.354275       -0.246050        0.779567        0.388972       -0.023810       -0.022459       -6.039602e-01  
0.884735        1               1.0             0.085423        0.445685        0.884735        0.381827       -0.162675       -0.139529       -3.101049e-01  
0.661132        1               1.0            -0.655913       -0.319943        0.661132        0.441701        0.025163        0.105679       -1.271486e+00  
0.324547        0               1.0            -0.817101       -0.026121        0.411570        0.324547       -0.134939        0.028823        8.607331e-01  
0.457101        0               1.0             0.321243       -2.298251        1.135176        0.457101       -0.043113       -0.123210        1.609443e+00  
0.891882        1               1.0            -0.024916       -0.529679        0.891882        0.595604       -0.094289        0.101833       -7.411344e-01  
0.814413        0               1.0             1.037953       -1.538231        1.587152        0.814413        0.011088        0.054925        1.802751e+00  
0.693698        1               1.0            -0.187814       -1.165737        0.693698        0.514107       -0.202065        0.061060       -1.969143e+00  
-0.176103        1               1.0            -2.140790        0.888228       -0.176103       -0.108984        0.012035       -0.073787       -1.258695e+00  
0.210293        0               1.0            -0.469756        0.233677        0.859741        0.210293        0.120456       -0.172268        2.720351e+00  
1.065018        1               1.0             0.176583       -0.356964        1.065018        0.445619       -0.032985       -0.098527       -6.443147e-01  
0.668875        1               1.0            -0.750710       -0.140381        0.668875        0.332666        0.085519        0.020344       -2.427739e-01  
1.784663        1               1.0             1.628368        0.082738        1.784663        0.793572       -0.119081       -0.113520       -3.877137e-01  
-0.080606        1               1.0            -1.945510       -1.882014       -0.080606       -0.130588       -0.000848       -0.144211        7.825668e-01  
1.676483        1               1.0             1.157371        0.574971        1.676483        0.815458        0.034142        0.026116       -9.731974e-01  
0.654352        0               1.0             0.549878       -0.198923        1.382102        0.654352        0.076920        0.016882        1.187246e+00  
0.380090        0               1.0            -0.464898        1.476406        0.634214        0.380090       -0.107768       -0.003686        1.131969e+00  
0.347795        1               1.0            -0.994130        0.224762        0.347795        0.319351       -0.100462        0.067884       -2.592737e-01  
1.185098        1               1.0             0.312194       -0.649144        1.185098        0.520401        0.011830       -0.057648       -1.129937e+00  
2.779659        1               1.0             3.017553        0.126787        2.779659        1.336448        0.104917        0.082060       -2.217252e+00  
0.759560        1               1.0            -0.283520       -0.257154        0.759560        0.379688       -0.083086       -0.049432       -4.857797e-01  
0.956351        1               1.0             0.227359       -0.023603        0.956351        0.382787       -0.169833       -0.174052       -7.752731e-01  
1.256012        1               1.0             0.600632       -1.171661        1.256012        0.722930       -0.077338        0.072772        6.807031e-01  
0.768152        0               1.0             0.351778        2.169320        1.227000        0.768152        0.031763        0.180208        2.972769e-01  
2.007075        1               1.0             1.539012       -1.056125        2.007075        0.839102        0.152923       -0.045651        3.873196e-01  
1.762138        1               1.0             1.507589       -1.474667        1.762138        0.925318       -0.074574        0.048421        3.708453e-01  
0.835316        1               1.0            -0.260453       -0.903709        0.835316        0.629945       -0.020133        0.195058       -4.624415e-02  
1.305619        1               1.0             0.326706       -1.049842        1.305619        0.606413        0.124297        0.024737       -1.034741e-01  
0.427124        0               1.0             0.840589       -0.705715        1.471587        0.427124        0.005060       -0.283023        6.566983e-01  
1.516958        1               1.0             0.775879        0.262893        1.516958        0.575916        0.086346       -0.118053       -5.662250e-02  
0.770438        0               1.0             0.279850        1.022926        1.129882        0.770438       -0.025434        0.200476        1.274925e+00  
0.053935        1               1.0            -1.586190       -0.848083        0.053935        0.131844       -0.065730        0.028391        6.952802e-01  
1.018472        1               1.0            -0.183196       -0.228950        1.018472        0.518508        0.120146        0.064307       -1.154364e+00  
1.252984        1               1.0             0.376077       -1.151609        1.252984        0.434179        0.044261       -0.159840        9.931049e-02  
1.698202        1               1.0             1.106438        1.462135        1.698202        0.767371        0.084129       -0.009239       -4.307094e-01  
0.200630        0               1.0            -1.538926       -1.229979        0.193694        0.200630        0.047798        0.085362        8.891456e-01  
0.564857        0               1.0             0.124380        0.848765        1.191108        0.564857        0.122077        0.033762        1.225506e+00  
0.149865        1               1.0            -1.489349       -1.411802        0.149865        0.159707       -0.023546        0.032045       -1.667521e+00  
0.270270        0               1.0            -0.580920        0.623595        0.872607        0.270270        0.195018       -0.084500        5.967838e-01  
1.010089        1               1.0            -0.018459        0.727804        1.010089        0.663949        0.020334        0.168564       -5.712135e-01  
0.712241        0               1.0             1.307041        1.069462        1.657110        0.712241       -0.068298       -0.114520        9.088667e-01  
-0.121869        0               1.0            -2.325652        1.991729       -0.256699       -0.121869        0.034038       -0.040456        2.716456e-01  
0.852989        0               1.0             1.363274        1.461713        1.748605        0.852989       -0.008012        0.012170       -1.702238e-01  
0.044746        1               1.0            -1.558618       -1.261113        0.044746       -0.106495       -0.090221       -0.216841       -5.824892e-01  
2.111866        1               1.0             1.984545       -0.547604        2.111866        0.908805        0.010444       -0.087332       -1.632330e-01  
0.864584        1               1.0            -0.412553        1.220337        0.864584        0.440065        0.093551        0.043204       -5.564670e-01  
1.158698        1               1.0             0.067211       -0.701964        1.158698        0.498416        0.121397       -0.018386       -2.968104e-01  
1.813940        1               1.0             1.453957       -0.355926        1.813940        0.874122        0.006993        0.010632       -8.902087e-01  
1.334310        1               1.0             0.443477       -1.696810        1.334310        0.498154        0.088181       -0.112715       -2.654181e-02  
0.811169        0               1.0             1.046243       -0.901104        1.571380        0.811169       -0.009285        0.049608        1.660603e+00  
0.378145        1               1.0            -0.700420       -0.233896        0.378145        0.289024       -0.233122       -0.035871       -1.337907e+00  
0.615820        0               1.0             0.451421       -0.019905        1.335008        0.615820        0.084470        0.002965        2.709398e+00  
1.239284        1               1.0             0.357723       -0.817591        1.239284        0.575505        0.040747       -0.013926       -4.308183e-01  
1.239617        1               1.0             0.813344       -0.337639        1.239617        0.727636       -0.211789        0.024300        3.459862e-01  
1.736100        1               1.0             1.206508       -0.492845        1.736100        0.848942        0.066488        0.047315       -3.664036e-01  
1.704280        1               1.0             1.370333       -0.594787        1.704280        0.981204       -0.056255        0.138621       -9.907489e-01  
0.460963        1               1.0            -0.907450        0.371152        0.460963        0.177978       -0.035402       -0.095160       -5.722594e-02  
0.635339        0               1.0             0.330842       -0.597146        1.036971        0.635339       -0.146647        0.052629        1.065359e+00  
1.672049        1               1.0             1.102529       -0.561331        1.672049        0.834385        0.060145        0.058753       -4.598701e-01  
0.942370        1               1.0            -0.439293        0.224180        0.942370        0.378357        0.186177       -0.011820       -7.287912e-01  
0.681234        0               1.0             0.932517       -0.256016        1.483226        0.681234       -0.034321       -0.051895        1.690636e+00  
0.816237        0               1.0             1.337205        0.318701        1.631287        0.816237       -0.110861       -0.018065        9.496157e-01  
0.428314        1               1.0            -0.935224        0.484195        0.428314        0.289454       -0.052637        0.023260        1.126616e-01  
0.259997        0               1.0            -0.446136        0.254265        0.885370        0.259997        0.132976       -0.128469        5.833723e-01  
0.773243        0               1.0             0.998771       -0.135430        1.497899        0.773243       -0.056419        0.023550        8.024001e-01  
0.938268        1               1.0             0.122382       -0.412695        0.938268        0.702011       -0.129654        0.171416       -3.691062e-01  
0.584394        1               1.0            -0.746528       -0.307093        0.584394        0.287968       -0.001283       -0.025400       -9.457607e-01  
1.506332        1               1.0             1.131359       -0.451393        1.506332        0.958644       -0.121573        0.175805       -4.774087e-01  
1.572149        1               1.0             0.922329        0.000339        1.572149        0.629152        0.060257       -0.101430        3.509845e-01  
0.505721        0               1.0             0.319272       -1.137958        1.267777        0.505721        0.090581       -0.074097        1.396711e+00  
1.398785        1               1.0             0.678068       -0.232344        1.398785        0.774568        0.022457        0.105051       -4.272865e-01  
0.661008        0               1.0             0.846370        1.035509        1.437930        0.661008       -0.031805       -0.050584        1.128797e+00  
0.386913        1               1.0            -0.918228        0.216520        0.386913        0.246600       -0.103471       -0.023843       -3.755149e-01  
1.738200        1               1.0             1.237212        0.084386        1.738200        0.848863        0.051547        0.039560       -1.430039e+00  
0.203615        0               1.0            -1.095501       -0.285220        0.541782        0.203615        0.149785       -0.022510        1.596749e+00  
0.801340        1               1.0            -0.477725       -1.807480        0.801340        0.433193        0.066478        0.052625        6.910239e-01  
0.468502        0               1.0             0.259594        2.297347        1.197569        0.468502        0.053494       -0.096397        5.391013e-02  
0.450659        0               1.0             0.181625        1.208741        1.063201        0.450659       -0.037601       -0.094747        1.489000e+00  
0.850954        0               1.0             1.406383        0.574177        1.789615        0.850954        0.009072       -0.000642        1.698239e+00  
0.867615        1               1.0            -0.097111       -0.414057        0.867615        0.542105       -0.078488        0.066382       -4.159189e-01  
0.599763        1               1.0            -0.617963        0.350515        0.599763        0.429246       -0.057267        0.083737        2.052270e-01  
-0.049181        0               1.0            -2.230572       -1.508682       -0.119947       -0.049181        0.118021        0.008463        1.338974e+00  
0.997943        0               1.0             1.551817       -0.309502        1.693908        0.997943       -0.167351        0.109988        1.324540e+00  
-0.360468        1               1.0            -2.177066       -0.549285       -0.360468       -0.119719       -0.152197       -0.075452       -1.232306e+00  
1.660959        1               1.0             1.441512       -0.006080        1.660959        0.885679       -0.139080        0.025301       -1.436158e-01  
0.838674        1               1.0            -0.430365       -1.313083        0.838674        0.486213        0.077526        0.093805       -4.614642e-01  
0.432098        0               1.0            -0.324823        0.413192        0.860542        0.432098        0.040818        0.013304        9.056902e-01  
1.007348        1               1.0            -0.119016       -0.886285        1.007348        0.421507        0.073401       -0.048739       -2.688110e-01  
0.417996        0               1.0            -0.083621        0.627897        1.090778        0.417996        0.137188       -0.061099        1.867351e+00  
0.642081        0               1.0             0.374279       -1.814050        1.217819        0.642081        0.010094        0.048511        2.080283e+00  
0.238288        0               1.0            -1.386406        2.080625        0.184128        0.238288       -0.046417        0.084890        2.507558e+00  
0.432246        0               1.0            -0.319144       -2.345075        0.613160        0.432246       -0.209715        0.012032        2.651277e+00  
0.646428        0               1.0             1.201693       -0.930397        1.689927        0.646428        0.022988       -0.153995        1.457380e+00  
0.349378        0               1.0            -0.468953        0.340239        0.774927        0.349378        0.035196       -0.033384        1.019365e+00  
1.920266        1               1.0             1.699171       -1.434113        1.920266        1.040302       -0.022774        0.115509        5.018532e-01  
1.903234        1               1.0             1.484966       -0.757352        1.903234        0.810787        0.079078       -0.060454        3.543428e-01  
1.153096        1               1.0            -0.056830       -1.038304        1.153096        0.486060        0.184636        0.000267       -1.850555e-01  
0.470248        1               1.0            -0.507426        0.391983        0.470248        0.482916       -0.248130        0.109772        2.182214e-01  
1.580638        1               1.0             0.951148        0.707548        1.580638        0.746200        0.052751        0.008413       -1.779104e+00  
0.317144        0               1.0            -0.805025        0.417422        0.598201        0.317144        0.044990        0.018401        6.809677e-01  
-0.063667        0               1.0            -2.005593       -0.817792       -0.050321       -0.063667        0.062783       -0.062269        1.194312e+00  
0.559514        0               1.0            -0.065448        0.618020        0.937757        0.559514       -0.025919        0.075876        1.030823e+00  
0.682761        1               1.0            -0.724385        0.030085        0.682761        0.276774        0.084795       -0.042129       -3.880684e-01  
1.447355        1               1.0             0.961461       -1.717762        1.447355        0.837455       -0.086256        0.097089        6.410922e-01  
0.961301        1               1.0             0.110640       -0.685465        0.961301        0.770824       -0.100104        0.243164       -5.541248e-01  
0.572109        1               1.0            -0.471678        1.124006        0.572109        0.326269       -0.166109       -0.055812       -1.568167e+00  
2.291783        1               1.0             2.347111        1.034004        2.291783        1.064020       -0.010863       -0.022757       -1.138522e+00  
2.003695        1               1.0             2.240451       -0.177524        2.003695        0.959158       -0.239755       -0.100955       -3.454324e-01  
0.208344        0               1.0            -1.120695        0.743956        0.281657        0.208344       -0.096358       -0.011482        2.623964e+00  
0.730074        0               1.0             0.619391       -0.177923        1.511477        0.730074        0.167715        0.075226        9.145669e-01  
0.350267        0               1.0            -1.179300        0.193543        0.304916        0.350267       -0.040573        0.145092        7.145080e-01  
1.546409        1               1.0             1.337875       -0.099185        1.546409        0.862202       -0.196112        0.027733       -6.504693e-01  
0.439752        0               1.0            -0.159625        1.100040        0.765975        0.439752       -0.145433       -0.020342       -4.575028e-02  
0.436062        1               1.0            -0.940391       -0.273650        0.436062        0.351320       -0.042021        0.086418        2.874664e-01  
0.628575        0               1.0            -0.092221        0.292223        0.904667        0.628575       -0.044150        0.151630        5.022648e-01  
0.737048        1               1.0            -0.261867        0.444003        0.737048        0.218065       -0.117616       -0.216468       -9.230707e-01  
1.086082        1               1.0             0.094330       -0.819933        1.086082        0.538029        0.033729        0.014446       -6.612645e-01  
0.278314        1               1.0            -1.154029       -1.187375        0.278314        0.185149       -0.081200       -0.026344        4.211585e-01  
0.362383        1               1.0            -0.997515       -0.967624        0.362383        0.187812       -0.083996       -0.062809        3.878617e-01  
1.119938        1               1.0             0.145790       -1.469067        1.119938        0.427633        0.039024       -0.108815       -8.859480e-01  
0.488251        0               1.0            -0.629039        1.896168        0.487329        0.488251       -0.163554        0.145511        1.153036e+00  
0.737441        0               1.0             0.305996       -0.376404        1.130928        0.737441       -0.038900        0.160942        5.775504e-01  
1.385825        1               1.0             0.313725       -0.770128        1.385825        0.367016        0.211708       -0.211415       -5.374768e-01  
0.546974        1               1.0            -0.804146       -1.699179        0.546974        0.302129       -0.006725        0.003166       -3.809934e-01  
0.428452        0               1.0            -0.780197        0.123387        0.733213        0.428452        0.166222        0.123501        4.052474e-01  
0.175599        0               1.0            -1.042033        0.536341        0.383981        0.175599       -0.037691       -0.063892        1.269578e+00  
0.414023        1               1.0            -0.973704        2.008754        0.414023        0.362219       -0.045571        0.105645       -1.442621e+00  
0.949591        1               1.0            -0.117846        1.195205        0.949591        0.508632        0.014996        0.038094       -8.643891e-01  
0.219473        0               1.0            -1.366511       -0.468309        0.363750        0.219473        0.122164        0.061101        1.025812e+00  
1.087280        1               1.0             0.141203       -0.175232        1.087280        0.565692        0.008912        0.030391       -4.465652e-01  
0.291013        1               1.0            -1.242571       -1.598727        0.291013        0.257847       -0.019360        0.068489       -5.833822e-01  
1.773044        1               1.0             1.317203        0.537594        1.773044        0.907488        0.041996        0.078188       -9.005909e-01  
0.688271        1               1.0            -0.612618       -0.878424        0.688271        0.339955        0.028274       -0.006891       -2.912635e-01  
0.821547        0               1.0             1.122893        2.153388        1.731309        0.821547        0.108103        0.040824        1.427186e+00  
0.665687        1               1.0            -0.904298        0.788851        0.665687        0.188103        0.167572       -0.085822       -8.025312e-01  
0.818881        0               1.0             1.003116        0.903922        1.644181        0.818881        0.087452        0.068102        8.064221e-01  
1.327656        1               1.0             0.728753       -1.078034        1.327656        0.622753       -0.076802       -0.059436       -1.281449e+00  
0.956322        0               1.0             2.177550       -0.104397        2.132526        0.956322       -0.076014       -0.088065        7.060999e-01  
0.635556        1               1.0            -0.646014       -0.331136        0.635556        0.509663       -0.005907        0.171167       -1.505346e+00  
0.475497        0               1.0            -0.143753        0.710576        0.953874        0.475497        0.033657        0.011435        5.841780e-01  
0.444190        1               1.0            -0.654541       -1.351189        0.444190        0.347992       -0.192540        0.011627        7.884009e-02  
0.734280        1               1.0            -0.727931        0.023217        0.734280        0.455421        0.138282        0.137404       -1.087079e-01  
1.175009        1               1.0             0.663893       -0.027976        1.175009        0.695214       -0.193452        0.029241       -7.098633e-01  
1.111394        1               1.0             0.620546        0.997058        1.111394        0.659364       -0.233009        0.004228       -6.424937e-01  
1.453029        1               1.0             0.869965       -0.380239        1.453029        0.579437       -0.029802       -0.138055        4.529931e-01  
0.341121        0               1.0            -0.429251        0.336288        0.715516        0.341121       -0.046249       -0.051566        9.244630e-01  
1.672145        1               1.0             1.251411        0.031112        1.672145        0.839920       -0.022388        0.027067       -1.668083e+00  
2.137511        1               1.0             2.072244       -0.152955        2.137511        0.964739       -0.012584       -0.053322       -8.690066e-01  
1.255448        1               1.0             0.552091       -1.299716        1.255448        0.620744       -0.050963       -0.017279       -3.221835e-01  
0.942552        0               1.0             1.278114        1.446097        1.784668        0.942552        0.075315        0.123024        1.864000e+00  
0.444557        0               1.0            -0.890950        0.729287        0.379098        0.444557       -0.126425        0.167294        4.077644e-01  
0.823733        0               1.0             0.970494        0.810908        1.552256        0.823733        0.013632        0.081110        1.407884e+00  
0.876629        0               1.0             2.612025       -0.251337        2.502842        0.876629        0.053168       -0.276377        2.682868e+00  
0.858637        0               1.0             1.157203        0.538695        1.640993        0.858637       -0.001254        0.069336        1.086016e+00  
1.476087        1               1.0             0.801968       -0.516756        1.476087        0.560449        0.030995       -0.140043        3.347332e-01  
0.743819        0               1.0             0.139536        0.563626        0.995702        0.743819       -0.081740        0.208935        2.314166e+00  
1.177746        1               1.0             0.424797       -1.166699        1.177746        0.816231       -0.058016        0.210032       -1.112859e+00  
0.099064        1               1.0            -1.220385       -0.472460        0.099064        0.173580       -0.223622       -0.021323       -1.054479e+00  
0.734905        1               1.0            -0.761843       -0.690695        0.734905        0.381915        0.157728        0.072376       -2.279625e+00  
1.090626        1               1.0             0.014939        0.624249        1.090626        0.531177        0.082335        0.027442       -4.459645e-01  
0.059986        0               1.0            -0.994079       -0.609182        0.517036        0.059986        0.068749       -0.191494        7.498844e-01  
0.569235        0               1.0             0.056829        1.081145        0.895862        0.569235       -0.135678        0.055027        9.029176e-01  
0.245637        1               1.0            -1.240526        0.849543        0.245637        0.103127       -0.065872       -0.086742       -6.549539e-01  
1.224921        1               1.0             0.471442       -0.052565        1.224921        0.609293       -0.036729       -0.008567       -1.143978e+00  
1.781513        1               1.0             1.337901        0.444683        1.781513        0.809129        0.038978       -0.025346       -1.219114e+00  
1.058676        1               1.0             0.088601       -0.975926        1.058676        0.645593        0.009502        0.123443       -9.963742e-01  
0.414106        0               1.0            -0.485133        1.089425        0.674422        0.414106       -0.056329        0.035389        1.113340e+00  
0.131471        0               1.0            -0.934821        0.929340        0.363225        0.131471       -0.117949       -0.134824        1.571432e+00  
1.050431        1               1.0             0.340261        0.890126        1.050431        0.294075       -0.138414       -0.290990       -8.667804e-01  
1.679243        1               1.0             1.341224        1.225720        1.679243        0.741160       -0.065137       -0.094146       -1.888799e-01  
0.389679        1               1.0            -0.902010        0.925898        0.389679        0.489150       -0.109706        0.214652       -2.619374e-01  
1.430988        1               1.0             0.737712        1.204711        1.430988        0.695157        0.021558        0.010729       -2.352804e+00  
1.595043        1               1.0             0.745914       -1.771015        1.595043        0.672185        0.181061       -0.014293       -5.799658e-01  
1.645932        1               1.0             1.345898        1.046614        1.645932        0.792211       -0.101041       -0.044263       -2.612277e+00  
1.040993        1               1.0             0.127653        0.139677        1.040993        0.328751       -0.029855       -0.203162       -1.875716e+00  
0.762709        0               1.0             1.334901       -1.137775        1.565016        0.762709       -0.175854       -0.071016        1.050060e+00  
1.001040        1               1.0             0.109030       -0.367530        1.001040        0.490010       -0.059472       -0.037247       -1.296115e+00  
0.657142        0               1.0             0.632575       -0.273105        1.303648        0.657142       -0.047432       -0.001002        2.026297e+00  
0.533273        0               1.0            -0.004847        1.466792        1.016298        0.533273        0.018988        0.034485        1.112672e+00  
1.177166        1               1.0             0.266672       -0.823461        1.177166        0.769697        0.029163        0.203029       -5.480158e-01  
1.252511        1               1.0             0.370878       -1.162730        1.252511        0.581680        0.046674       -0.011040       -3.505459e-01  
0.724404        1               1.0            -0.191309       -0.540109        0.724404        0.461505       -0.169419        0.009332       -8.109235e-02  
0.193772        1               1.0            -1.094657        0.299386        0.193772        0.318320       -0.198694        0.091984       -1.361625e+00  
0.774320        1               1.0            -0.289831       -0.177857        0.774320        0.483031       -0.064824        0.055488       -3.524700e-02  
0.914244        0               1.0             0.779954       -0.197446        1.401406        0.914244       -0.031468        0.219256        7.249261e-01  
1.114800        1               1.0             0.239443       -0.077388        1.114800        0.734162       -0.018092        0.174302       -3.154745e-01  
0.222386        0               1.0            -1.521539       -0.813139        0.131719        0.222386       -0.023827        0.102771        1.702884e+00  
1.938017        1               1.0             1.252831       -0.984563        1.938017        0.788043        0.242696       -0.025165       -2.749265e-01  
-0.490839        1               1.0            -2.716115        0.269241       -0.490839       -0.413481        0.016604       -0.234452        1.089068e-01  
1.641256        1               1.0             1.303461       -2.169974        1.641256        0.747589       -0.082165       -0.078276       -9.133265e-01  
1.570838        1               1.0             0.944921        0.673842        1.570838        0.696298        0.046407       -0.039933       -4.864767e-01  
1.087406        1               1.0            -0.048451       -1.259238        1.087406        0.543080        0.114297        0.055193       -1.657134e+00  
